TREEID,FAMILY,TAXA,COMMON_NAME,TAG,TAGID,LIVE_TREE,DBH,THEIGHT,HEIGHT_LIVETOP,HEIGHT_LIVEBASE,CROWNWIDTH1,CROWNWIDTH2,CANOPYMISSING,CROWN_LIGHTEXP,NUM_STEMS,TEAM,TREE_TYPE,DATE_MEASURE,TREE_ID_YR,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
4113,,Betula nigra heritage,,N,,Live,33,6.45,6.45,0.8,5.0200000000000005,4.91,5,5,,6,,,,,PLAN,20190614175920,PLAN,20190614175920
4109,,Betula nigra heritage,,N,,Live,15,7.36,10.24,1.1,6.5,6,10,4,,6,,,,,PLAN,20190614175920,PLAN,20190614175920
2205,,Cercidiphyllum Japonicum,,Y,5635,Live,355,9.42,,0.85,8.55,7,15,4,,7,,,,,PLAN,20190614175920,PLAN,20190614175920
2666,,Pinus Nigra,,Y,4235,Live,548,14.976,,0.7000000000000001,3.1,2.3000000000000003,75,5,,7,,,,,PLAN,20190614175920,PLAN,20190614175920
4201,,Platanus hispanica,,N,,Live,52,24.97,24.97,4.5600000000000005,16.3,15.700000000000001,30,4,,4,,,,,PLAN,20190614175920,PLAN,20190614175920
4034,,Zelkova Serrata,,N,,Live,95,5.25,,1.75,3.2,3.3000000000000003,5,5,,7,,,,,PLAN,20190614175920,PLAN,20190614175920
4276,,"Prunus ceracifera ""Nigeria""",,N,,Live,,,,,,,,,,4,,,,,PLAN,20190614175920,PLAN,20190614175920
4161,,Magnolia hybrid,,N,,Live,16,7.28,6.44,1,5.1000000000000005,4.4,10,5,,5,,,,,PLAN,20190614175920,PLAN,20190614175920
2690,,Cercidiphyllum Japonicum,,N,,Live,212,7.12,,0.75,6.640000000000001,5.73,5,4,,7,,,,,PLAN,20190614175920,PLAN,20190614175920
2924,,Prunus sato zakura group,,Y,5970,Live,27,4.24,4.24,1.57,7.2,6.7,20,3,,3,,,,,PLAN,20190614175920,PLAN,20190614175920
4046,,Quercus Rubra,,Y,5577,Live,611,26.46,,3.185,17.5,17.3,20,3,,7,,,,,PLAN,20190614175920,PLAN,20190614175920
4048,,Robinia Pseudoacacia,,Y,5567,Live,618,20.844,,1.544,12.700000000000001,12.6,45,5,,7,,,,,PLAN,20190614175920,PLAN,20190614175920
2179,,Quercus Palustris,,Y,,Live,581,17.64,,1.05,18.5,14.4,45,2,,7,,,,,PLAN,20190614175921,PLAN,20190614175921
2249,,Zelkova Serrata,,N,,Live,118,5.865,,1.6500000000000001,5.2,5.1000000000000005,10,5,,7,,,,,PLAN,20190614175921,PLAN,20190614175921
4508,,Prunus yedonensis 'Akebono',,N,,Live,23,7.98,7.98,1.98,7.1000000000000005,7.1000000000000005,20,5,,2,,,,,PLAN,20190614175921,PLAN,20190614175921
2208,,Quercus Rubra,,Y,4234,Live,868,14.256,,1.85,2.17,1.79,25,5,,7,,,,,PLAN,20190614175921,PLAN,20190614175921
4277,,Stewartia Pseudo camellia,,Y,9646,Live,44,6.0200000000000005,6.0200000000000005,1.4000000000000001,4.91,4.87,5,4,,9,,,,,PLAN,20190614175921,PLAN,20190614175921
4125,,Fagus sylvatica 'Dawyck',,N,,Live,67,12.6,12.6,1.28,5.59,5.2700000000000005,40,4,,6,,,,,PLAN,20190614175921,PLAN,20190614175921
4192,,Carpinus betulus 'Fastigiata',,Y,7843,Live,17,7.42,6.36,0.7000000000000001,4.7,2.9,50,3,,5,,,,,PLAN,20190614175921,PLAN,20190614175921
3980,,Acer Circinatum,,N,,Live,88,4.9350000000000005,,1.1,3.2,3.0500000000000003,60,2,,7,,,,,PLAN,20190614175921,PLAN,20190614175921
4074,,No name,,N,,Live,80,6.58,,1,3.85,3.1,35,5,,7,,,,,PLAN,20190614175921,PLAN,20190614175921
4503,,Prunus yedonensis 'Akebono',,N,,Live,24,8.28,8.28,2.46,6.9,6.4,10,5,,2,,,,,PLAN,20190614175921,PLAN,20190614175921
2910,,Corylus maxima purpurea,,N,,Live,7,6.05,6.05,2.02,8.2,6.65,40,2,,3,,,,,PLAN,20190614175921,PLAN,20190614175921
4042,,Acer Palmatum,,N,,Live,204,4.55,,0.5,4.3,3.7,35,5,,7,,,,,PLAN,20190614175921,PLAN,20190614175921
4065,,unknown,,Y,5563,Live,14,5.92,3.92,2,6.7,6.5,20,2,,11,,,,,PLAN,20190614175921,PLAN,20190614175921
2726,,Betula nigra heritage,,N,,Live,18,4.29,4.29,1,3.5,2.8000000000000003,0,5,,6,,,,,PLAN,20190614175921,PLAN,20190614175921
1930,,Quercus Palustris,,N,,Live,479,18.43,,1.94,12.200000000000001,12.700000000000001,30,4,,7,,,,,PLAN,20190614175921,PLAN,20190614175921
4056,,Magnolia bybrids,,N,,Live,25,4.2700000000000005,4.2700000000000005,0.15,2.6,2.65,10,4,,6,,,,,PLAN,20190614175921,PLAN,20190614175921
4032,,Zelkova Serrata,,N,,Live,132,8.6,,1.2,6.6000000000000005,6,10,4,,7,,,,,PLAN,20190614175921,PLAN,20190614175921
2688,,Cercidiphyllum Japonicum,,N,,Live,235,9.416400000000001,,0.7000000000000001,6.75,6.5,25,4,,7,,,,,PLAN,20190614175921,PLAN,20190614175921
3893,,Acer freemanii,,N,,Live,7,6.4,6.4,1.7,4.1,3.2,10,4,,8,,,,,PLAN,20190614175921,PLAN,20190614175921
4104,,Chamaecypairs obtusa,,N,,Live,50,6.08,6.08,0.3,3.9,3.2,40,2,,6,,,,,PLAN,20190614175922,PLAN,20190614175922
4241,,"Fagus sylvatica ""duwyck""",,Y,7072,Live,40,29.01,29.01,1.98,8.1,6,30,4,,4,,,,,PLAN,20190614175922,PLAN,20190614175922
4236,,Amelanchier grandiflora,,N,,Live,,,,,,,30,5,,4,,,,,PLAN,20190614175922,PLAN,20190614175922
4505,,Prunus yedonensis 'Akebono',,N,,Live,22,8.22,8.22,2.04,7,6.4,5,5,,2,,,,,PLAN,20190614175922,PLAN,20190614175922
4522,,Sorbus hupehensis 'Pink Pagoda',,Y,9543,Live,8,3.6,3.6,1.45,3.8000000000000003,3.4,15,4,,2,,,,,PLAN,20190614175922,PLAN,20190614175922
3983,,Quercus Palustris,,Y,5596,Live,508,16.56,,1.62,8.6,9.700000000000001,20,5,,7,,,,,PLAN,20190614175923,PLAN,20190614175923
2722,,Magnolia bybirds,,N,,Live,32,4.79,4.79,1.09,6.69,5.6000000000000005,10,4,,6,,,,,PLAN,20190614175923,PLAN,20190614175923
2826,,Chamaecyparis pisfora,,N,,Live,,,,,,,,1,,4,,,,,PLAN,20190614175924,PLAN,20190614175924
2948,,Carpinus betulus 'Fastigiata',,Y,162,Live,23,12.43,12.43,1.4000000000000001,11.4,8.3,15,2,,2,,,,,PLAN,20190614175924,PLAN,20190614175924
2182,,Acer Rubrum,,Y,5573,Live,669,22.05,,1.68,16,24.5,30,3,,7,,,,,PLAN,20190614175925,PLAN,20190614175925
2949,,Carpinus betulus 'Fastigiata',,Y,165,Live,28,16.5,16.5,0.4,11.1,10.3,15,4,,2,,,,,PLAN,20190614175925,PLAN,20190614175925
4479,,Styrax japonica,,Y,6677,Live,11,4.84,4.84,2,5.2,5,10,4,,2,,,,,PLAN,20190614175925,PLAN,20190614175925
4453,,Crataegus laevigate,,Y,5678,Live,39,9.200000000000001,9.200000000000001,1.95,9.13,8.72,15,5,,9,,,,,PLAN,20190614175925,PLAN,20190614175925
4103,,Chamaecypairs obtusa,,N,,Live,15,2.1,2.1,0.25,2,1.35,50,3,,6,,,,,PLAN,20190614175925,PLAN,20190614175925
3979,,Acer Circinatum,,N,,Live,103,5.0735,,0.9,3.6,2.8000000000000003,25,2,,7,,,,,PLAN,20190614175925,PLAN,20190614175925
2178,,Thuja Plicata,,Y,5576,Live,598,23.5,,2.35,11.4,10.55,0,3,,7,,,,,PLAN,20190614175925,PLAN,20190614175925
4250,,Prunus sato zakura,,N,,Live,30,4.54,4.54,0,8.5,7,8,3,,4,,,,,PLAN,20190614175926,PLAN,20190614175926
4132,,Salix sp.,,N,,Live,27,13.94,11.46,1.55,8.15,6.25,40,4,,5,,,,,PLAN,20190614175926,PLAN,20190614175926
4151,,Magnolia hybrid,,N,,Live,6,2.5500000000000003,2.04,0.5,4,2.6,5,4,,5,,,,,PLAN,20190614175926,PLAN,20190614175926
4044,,Fagus Sylvatica,,N,,Live,153,8.67,,0,6.3,8.5,20,5,,7,,,,,PLAN,20190614175926,PLAN,20190614175926
4054,,Magnolia bybrids,,N,,Live,40,4.17,4.17,0.59,4.82,4.2,7,4,,6,,,,,PLAN,20190614175926,PLAN,20190614175926
4526,,Prunus sato zakura group,,Y,5960,Live,35,6.48,6.48,2.7600000000000002,8.700000000000001,7.9,25,4,,3,,,,,PLAN,20190614175926,PLAN,20190614175926
3978,,Acer Circinatum,,N,,Live,111,4.875,,0.9,13.3,13,45,2,,7,,,,,PLAN,20190614175926,PLAN,20190614175926
2895,,"Cedrus atlantica ""Glauca""",,Y,5969,Live,48,17.34,17.34,1.27,11.25,11,40,4,,3,,,,,PLAN,20190614175926,PLAN,20190614175926
4012,,Acer Rubrum,,N,,Live,12,6.79,5.44,1.35,5.3,4.8500000000000005,10,4,,8,,,,,PLAN,20190614175926,PLAN,20190614175926
4231,,Chamaecyparis pisfora,,N,,Live,,,,,,,,1,,4,,,,,PLAN,20190614175927,PLAN,20190614175927
5013,,Chamecypairs obtusa,,Y,9574,Live,19,5.8500000000000005,5.8500000000000005,0.4,5.09,3.43,5,4,,9,,,,,PLAN,20190614175927,PLAN,20190614175927
4017,,Acer Plalmatum,,N,,Live,,0,,,,,,,,7,,,,,PLAN,20190614175927,PLAN,20190614175927
4165,,Carpinus betulus 'Fastigiata',,Y,7844,Live,17,8.47,7.67,1.7,4.4,3.2,50,3,,5,,,,,PLAN,20190614175927,PLAN,20190614175927
3984,,Liriodendron Tulipifera,,Y,5080,Live,212,12.768,,2.166,6,6.2,5,5,,7,,,,,PLAN,20190614175927,PLAN,20190614175927
4260,,"Fagus sylvatica ""duwyck""",,N,,Live,8,7.42,7.42,0.4,1.7,2,25,5,,4,,,,,PLAN,20190614175927,PLAN,20190614175927
2143,,Cryptomeria Japonica,,Y,5568,Live,665,23.056,,1.572,9.5,9.3,5,2,,7,,,,,PLAN,20190614175927,PLAN,20190614175927
4253,,"Prunus ceracifera ""Nigeria""",,N,7659,Live,18,8.28,8.28,3.13,6.2,5.2,10,5,,4,,,,,PLAN,20190614175927,PLAN,20190614175927
2934,,Carpinus betulus 'Fastigiata',,Y,163,Live,21,13.74,13.74,1.35,10.6,10.5,10,2,,2,,,,,PLAN,20190614175927,PLAN,20190614175927
2144,,Cryptomeria Japonica,,N,,Live,709,23.625,,0.9,9.700000000000001,11.5,5,3,,7,,,,,PLAN,20190614175927,PLAN,20190614175927
4500,,Prunus Yedonensis 'Akebono',,N,,Live,21,7.09,7.09,2.1,6.38,5.96,15,4,,9,,,,,PLAN,20190614175927,PLAN,20190614175927
4059,,Magnolia bybrids,,N,,Live,17,4.54,4.54,0.2,3.16,2.83,5,4,,6,,,,,PLAN,20190614175927,PLAN,20190614175927
2254,,Acer Circinatum,,N,,Live,117,5.32,,1.1,3.6,2.5,30,2,,7,,,,,PLAN,20190614175929,PLAN,20190614175929
4147,,Malus x domestica,,Y,6351,Live,7,2.64,1.98,0.8,3.65,3.2,15,4,,5,,,,,PLAN,20190614175929,PLAN,20190614175929
4051,,Magnolia bybrids,,N,,Live,40,3.5700000000000003,3.5700000000000003,0.15,4.9,4.73,20,4,,6,,,,,PLAN,20190614175929,PLAN,20190614175929
4224,,Chamaecyparis pisfora,,N,,Live,,,,,,,,0,,4,,,,,PLAN,20190614175929,PLAN,20190614175929
4006,,Acer Rubrum,,N,,Live,9,6.72,5.32,1.4000000000000001,5.6000000000000005,3,5,5,,8,,,,,PLAN,20190614175929,PLAN,20190614175929
4160,,Davidians involucrata,,N,,Live,10,8.25,7.5,1.2,5,4.3,50,4,,5,,,,,PLAN,20190614175929,PLAN,20190614175929
2075,,QUercus rubra,,Y,87,Live,87,27.75,27.75,2.1,19.97,18.240000000000002,45,3,,9,,,,,PLAN,20190614175929,PLAN,20190614175929
4011,,Acer Rubrum,,N,,Live,9,6.7,4.87,1.83,5.4,3.5,0,4,,8,,,,,PLAN,20190614175929,PLAN,20190614175929
2204,,Cercidiphyllum Japonicum,,Y,5634,Live,281,10.976,,0.8,7.25,6.75,40,3,,7,,,,,PLAN,20190614175929,PLAN,20190614175929
4043,,Acer Rubrum,,N,,Live,515,20.475,,1.365,17.3,17.400000000000002,20,3,,7,,,,,PLAN,20190614175929,PLAN,20190614175929
2702,,Magnolia bybirds,,N,,Live,45,4.47,4.47,0.9500000000000001,9.450000000000001,7.8,20,4,,6,,,,,PLAN,20190614175929,PLAN,20190614175929
4075,,No name,,N,,Live,62,4.524,,0.2,1.8,1.8,60,5,,7,,,,,PLAN,20190614175929,PLAN,20190614175929
2864,,Prunus instanica,,N,,Live,35,12.27,12.27,2.39,10,7.8,50,3,,4,,,,,PLAN,20190614175930,PLAN,20190614175930
4052,,Magnolia bybrids,,N,,Live,35,2.5300000000000002,2.5300000000000002,0.65,2.5,2.1,88,4,,6,,,,,PLAN,20190614175930,PLAN,20190614175930
5012,,Chamecypairs obtusa,,N,,Live,19,5.51,5.51,0.25,4.0200000000000005,3.2600000000000002,10,4,,9,,,,,PLAN,20190614175930,PLAN,20190614175930
4230,,Chamaecyparis pisfora,,N,,Live,,,,,,,,2,,4,,,,,PLAN,20190614175930,PLAN,20190614175930
2808,,"Acer x freemani ""armstrong""",,N,,Live,18,11.8,11.8,2.2,2.98,5.5,5,4,,4,,,,,PLAN,20190614175930,PLAN,20190614175930
2117,,Cercis canadensis 'Forest Pansy',,Y,9538,Live,23,6.53,6.53,1.84,8.69,7,40,4,,9,,,,,PLAN,20190614175930,PLAN,20190614175930
4202,,"Magolia grandiflora ""little gem""",,N,,Live,12,4.91,4.91,0.85,13.450000000000001,3.8000000000000003,5,4,,4,,,,,PLAN,20190614175930,PLAN,20190614175930
2848,,Populus deltiodes,,N,,Live,93,24.19,24.19,2.58,8.8,8.5,40,4,,4,,,,,PLAN,20190614175930,PLAN,20190614175930
4131,,Pinus strobes pendula,,Y,7901,Live,25,3.7,3.7,0,7.3,5.4,10,2,,5,,,,,PLAN,20190614175930,PLAN,20190614175930
4517,,Prunus yedonensis 'Akebono',,N,,Live,21,7.44,7.44,1.98,6.7,6.1000000000000005,5,5,,2,,,,,PLAN,20190614175930,PLAN,20190614175930
2811,,"Acer x freemani ""armstrong""",,N,,Live,15,10.11,10.11,2.09,2.8000000000000003,2.5,10,4,,4,,,,,PLAN,20190614175930,PLAN,20190614175930
2721,,Magnolia bybirds,,N,,Live,43,5.96,5.96,1.28,6.15,5.78,30,4,,6,,,,,PLAN,20190614175930,PLAN,20190614175930
4149,,Malus x domestica,,Y,6352,Live,7,2.7,2.7,0.8200000000000001,3.3000000000000003,3.3000000000000003,50,4,,5,,,,,PLAN,20190614175930,PLAN,20190614175930
4261,,"Fagus sylvatica ""duwyck""",,N,,Live,8,7.45,7.45,0.52,2.7,2.2,35,5,,4,,,,,PLAN,20190614175930,PLAN,20190614175930
2725,,Betula nigra heritage,,N,,Live,20,4.96,4.96,1.2,3.8000000000000003,3,10,5,,6,,,,,PLAN,20190614175930,PLAN,20190614175930
4014,,?,,N,,Live,6,4.48,2.93,1.55,2.5500000000000003,2.2,0,2,,8,,,,,PLAN,20190614175930,PLAN,20190614175930
2247,,Zelkova Serrata,,N,,Live,119,5.28,,0.88,4.9,4.7,10,5,,7,,,,,PLAN,20190614175930,PLAN,20190614175930
3982,,Acer Circinatum,,N,,Live,109,4.1160000000000005,,1.42,4.3,3.95,25,2,,7,,,,,PLAN,20190614175931,PLAN,20190614175931
2705,,Chamaecypairs pisifera 'squarrosa',,Y,4153,Live,150,13.4,13.4,1.5,8.9,5.9,40,3,,6,,,,,PLAN,20190614175931,PLAN,20190614175931
4009,,Acer Rubrum,,N,,Live,10,7.08,5.88,1.2,5.15,4.5,0,5,,8,,,,,PLAN,20190614175931,PLAN,20190614175931
4086,,Acer Circinatum,,N,,Live,59,3.23,,0.5,3.2,2.9,25,4,,7,,,,,PLAN,20190614175931,PLAN,20190614175931
5029,,llex aquifoliem,,Y,5885,Live,39,7.3500000000000005,7.3500000000000005,1.85,4.82,4.5200000000000005,60,4,,9,,,,,PLAN,20190614175931,PLAN,20190614175931
4087,,Acer Circinatum,,N,,Live,70,4.0425,,0.3,3.25,2.9,15,4,,7,,,,,PLAN,20190614175931,PLAN,20190614175931
4040,,Acer Palmatum,,N,,Live,86,5.1000000000000005,,0.75,4.2,4.8,25,5,,7,,,,,PLAN,20190614175931,PLAN,20190614175931
4501,,Prunus yedonensis 'Akebono',,N,,Live,21,6.78,6.78,2.2800000000000002,6.7,5.7,15,5,,2,,,,,PLAN,20190614175931,PLAN,20190614175931
2932,,Carpinus betulus 'Fastigiata',,Y,159,Live,25,15.73,15.73,2.16,15.1,9.4,20,2,,2,,,,,PLAN,20190614175931,PLAN,20190614175931
4257,,Lagerstroemia faurei,,N,,Live,6,5.0200000000000005,5.0200000000000005,1.84,2.4,2.3000000000000003,15,3,,3,,,,,PLAN,20190614175931,PLAN,20190614175931
4235,,Amelanchier grandiflora,,N,,Live,,,,,,,15,5,,4,,,,,PLAN,20190614175931,PLAN,20190614175931
2184,,No name,,N,,Live,117,6.265000000000001,,1.6400000000000001,4.15,3.5,15,4,,7,,,,,PLAN,20190614175931,PLAN,20190614175931
4010,,Acer Rubrum,,N,,Live,11,7.8,5.83,1.97,6.1000000000000005,4.4,0,4,,8,,,,,PLAN,20190614175931,PLAN,20190614175931
2180,,Thuja Plicata,,N,,Live,489,14.162,,0,7.3,7.8,10,5,,7,,,,,PLAN,20190614175931,PLAN,20190614175931
4233,,Chamaecyparis pisfora,,N,,Live,,,,,,,,3,,4,,,,,PLAN,20190614175931,PLAN,20190614175931
2930,,Tilia americana,,Y,5939,Live,51,20.71,20.71,2.5,15.8,14,10,3,,2,,,,,PLAN,20190614175931,PLAN,20190614175931
2207,,Acer Rubrum,,N,,Live,870,17.976,,0.9,25,21.1,8,4,,7,,,,,PLAN,20190614175928,PLAN,20190614175928
2863,,Querus rubra,,N,,Live,62,22.84,22.84,3.81,13,12.8,15,5,,4,,,,,PLAN,20190614175928,PLAN,20190614175928
2723,,Betula nigra heritage,,N,,Live,15,5.36,5.36,0.5,8.69,2.8000000000000003,10,5,,6,,,,,PLAN,20190614175928,PLAN,20190614175928
4509,,Prunus Yedonensis 'Akebono',,N ,,Live,12,4.93,4.93,3.16,4.72,4.36,0,5,,9,,,,,PLAN,20190614175928,PLAN,20190614175928
4114,,Betula nigra heritage,,N,,Live,17,8.41,8.41,0.5,3.42,3.37,10,5,,6,,,,,PLAN,20190614175928,PLAN,20190614175928
4018,,Acer Circinatum,,N,,Live,58,3.33,,0.55,2.1,2.6,25,4,,7,,,,,PLAN,20190614175928,PLAN,20190614175928
4480,,Styrax japonica,,Y,6676,Live,10,4.18,4.18,2.04,5,4.8,0,4,,2,,,,,PLAN,20190614175928,PLAN,20190614175928
4502,,Prunus yedonensis 'Akebono',,N,,Live,24,8.4,8.4,2.34,6.2,6.1000000000000005,5,5,,2,,,,,PLAN,20190614175928,PLAN,20190614175928
4516,,Prunus yedonensis 'Akebono',,N,,Live,17,6.3,6.3,1.98,6.1000000000000005,5.3,10,5,,2,,,,,PLAN,20190614175928,PLAN,20190614175928
4498,,Betula pendula 'Dalearica',,Y,168,Live,31,18.88,18.88,1.17,7.2,5.7,20,4,,2,,,,,PLAN,20190614175929,PLAN,20190614175929
2093,,Pinus Nigra,,Y,5481,Live,59,22.09,18.51,3.58,14.9,8.55,45,3,,8,,,,,PLAN,20190614175929,PLAN,20190614175929
2250,,Zelkova Serrata,,N,,Live,123,6.815,,1.8800000000000001,4.9,5.5,0,5,,7,,,,,PLAN,20190614175929,PLAN,20190614175929
4251,,Prunus sato zakura,,N,,Live,30,5.84,5.84,135,8.6,7.6000000000000005,10,3,,4,,,,,PLAN,20190614175929,PLAN,20190614175929
2187,,No name,,N,,Live,159,7.140000000000001,,0,5.2,3.7,10,5,,7,,,,,PLAN,20190614175929,PLAN,20190614175929
2124,,Pinus Nigra,,Y,5479,Live,60,19.400000000000002,,,15.1,12.950000000000001,20,4,,8,,,,,PLAN,20190614175929,PLAN,20190614175929
4499,,Prunus Yedonensis 'Akebono',,N ,,Live,23,6.86,6.86,2.35,7.46,7.22,5,4,,9,,,,,PLAN,20190614175929,PLAN,20190614175929
4126,,Fagus sylvatica 'Dawyck',,N,,Live,20,4.98,4.98,0.8,2.83,1.82,40,4,,6,,,,,PLAN,20190614175929,PLAN,20190614175929
3094,,Chamaecyparis pisifera,Sawara-Cypress,,,,,,,,,,,,,,,,,,PLAN,20190614175817,PLAN,20190620215945
5440,,Liriodendron tulipifera,Tulip-Poplar,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190620220152
2190,,Liriodendron tulipifera,Tulip-Poplar,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190620220121
3055,,Zelkova serrata,Saw-Leaf Zelkova,,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20190620215954
2616,,Acer rubrum,Red Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190620220120
5298,,Abies grandis,Grand Fir,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190620220050
6489,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190620220317
3301,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20190620215942
4831,,Cotinus coggygria,Fustet,,,,,,,,,,,,,,,,,,PLAN,20190614175838,PLAN,20190620220324
5361,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190620215248
2615,,Acer rubrum,Red Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190620220120
3098,,Taxus baccata,Yew,,,,,,,,,,,,,,,,,,PLAN,20190614175817,PLAN,20190620215945
4164,,Acer saccharum,Sugar Maple,Y,7839,Live,7,15.4,15.26,2.1,14.8,14.1,5,4,,5,,,,,PLAN,20190614175929,PLAN,20190620220250
3902,,Cornus kousa,Japanese Dogwood,N,,Live,5,4.4,3.2,1.2,1.75,1.4000000000000001,5,2,,8,,,,,PLAN,20190614175917,PLAN,20190620220223
2901,,Calocedrus decurrens,California Incense-Cedar,N,,Live,55,15.13,15.13,1.4000000000000001,6.65,5.4,25,4,,3,,,,,PLAN,20190614175929,PLAN,20190620220303
3936,,Cornus kousa,Japanese Dogwood,N,,Dead,,,,,,,,,,8,,,,,PLAN,20190614175921,PLAN,20190620220241
4998,,Platanus x hispanica,London Plane,,,,,,,,,,,,,,,,,,PLAN,20190614175841,PLAN,20190620220103
2588,,Acer rubrum,Red Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190620220114
4294,,Acer palmatum,Japanese Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190620220211
6623,,Prunus serrulata,Japanese Cherry,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190620220132
4162,,Acer palmatum,Japanese Maple,N,,Live,44,6.45,6.45,1.82,7.26,6.57,30,3,,6,,,,,PLAN,20190614175915,PLAN,20190620220220
4534,,Ilex,Holly,N,4832,Live,28,8.41,8.41,1.76,10.5,10.200000000000001,30,4,,4,,,,,PLAN,20190614175910,PLAN,20190620220330
3057,,Prunus serrulata,Japanese Cherry,,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20190620215954
5233,,Acer palmatum,Japanese Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20190620220334
4312,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190620220212
6520,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190620220130
5197,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175813,PLAN,20190620215950
4244,,Acer palmatum,Japanese Maple,N,,Live,18,7.22,7.22,1.25,6.5,6,5,5,,4,,,,,PLAN,20190614175930,PLAN,20190620220253
5231,,Acer palmatum,Japanese Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20190620220312
6472,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190620220128
3937,,Cornus kousa,Japanese Dogwood,N,,Live,3,3.95,3,0.9500000000000001,1.1,0.85,5,2,,8,,,,,PLAN,20190614175911,PLAN,20190620220202
5177,,Zelkova serrata,Saw-Leaf Zelkova,,,,,,,,,,,,,,,,,,PLAN,20190614175812,PLAN,20190620215949
2952,,Platanus x hispanica,London Plane,N,,Live,58,16.86,16.86,3.6,21.6,13.4,35,4,,2,,,,,PLAN,20190614175926,PLAN,20190620220248
3284,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175822,PLAN,20190620220020
3277,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175822,PLAN,20190620220019
3274,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175822,PLAN,20190620220019
3176,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175819,PLAN,20190620220007
3146,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190620220002
2599,,Acer rubrum,Red Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190620220117
2840,,Cryptomeria japonica,Japanese Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190620220108
5318,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175837,PLAN,20190620220328
3323,,Tilia cordata,Linden,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190620220149
4099,,Amelanchier,Serviceberry,N,,Live,13,4.78,4.78,1.51,2.8000000000000003,2.65,35,4,,6,,,,,PLAN,20190614175921,PLAN,20190620220322
3238,,Quercus macranthera,Caucasian Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175821,PLAN,20190620220013
4917,,Betula pendula,European White Birch,,,,,,,,,,,,,,,,,,PLAN,20190614175839,PLAN,20190620220059
5128,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175832,PLAN,20190620220033
5110,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175831,PLAN,20190620220031
4351,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175828,PLAN,20190620215959
5274,,Pseudotsuga menziesii,Douglas-Fir,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190620220034
4071,,Acer palmatum,Japanese Maple,Y,5588,Live,15,4.5600000000000005,2.86,1.7,10.1,8.2,17,1,,11,,,,,PLAN,20190614175926,PLAN,20190620220248
4324,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190620220319
3961,,Prunus serrulata,Japanese Cherry,,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20190620220028
6470,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190620220127
2831,,Chamaecyparis pisifera,Sawara-Cypress,N,,Live,51,18.97,18.97,0.54,6.5,3.9,20,4,,3,,,,,PLAN,20190614175921,PLAN,20190620220243
